"POLICÍAS OPERATIVOS POR CADA 100 MIL Y POR CADA MIL HABITANTES A NIVEL MUNICIPAL, 2010",,,,,LEER NOTA
Clave,Estado,Municipio,Personal de seguridad pública total                (incluye policías y personal administrativo),Policías operativos por cada 100 mil habitantes (excluye personal administrativo),Policías operativos por cada mil habitantes (excluye personal administrativo)
25005,Sinaloa,Cosalá,34,203.6,2.0
25006,Sinaloa,Culiacán,"1,578",160.8,1.6
25007,Sinaloa,Choix,99,300.0,3.0
25008,Sinaloa,Elota,121,282.0,2.8
25009,Sinaloa,Escuinapa,167,290.0,2.9
25010,Sinaloa,El Fuerte,214,214.3,2.1
25011,Sinaloa,Guasave,782,250.8,2.5
25012,Sinaloa,Mazatlán,"1,063",213.7,2.1
25013,Sinaloa,Mocorito,124,233.4,2.3
25014,Sinaloa,Rosario,104,192.4,1.9
25015,Sinaloa,Salvador Alvarado,192,228.9,2.3
25016,Sinaloa,San Ignacio,45,199.8,2.0
25017,Sinaloa,Sinaloa,185,205.0,2.1
25018,Sinaloa,Navolato,193,133.5,1.3
26001,Sonora,Aconchi,11,417.1,4.2
26002,Sonora,Agua Prieta,129,163.0,1.6
26003,Sonora,Alamos,60,232.1,2.3
26004,Sonora,Altar,39,353.6,3.5
26005,Sonora,Arivechi,7,558.7,5.6
26006,Sonora,Arizpe,12,329.3,3.3
26007,Sonora,Atil,3,480.0,4.8
26008,Sonora,Bacadéhuachi,4,319.5,3.2
26009,Sonora,Bacanora,7,892.9,8.9
26010,Sonora,Bacerac,11,204.5,2.0
26011,Sonora,Bacoachi,6,303.8,3.0
26012,Sonora,Bácum,92,403.1,4.0
26013,Sonora,Banámichi,5,303.8,3.0
26014,Sonora,Baviácora,6,140.4,1.4
26015,Sonora,Bavispe,3,206.3,2.1
26016,Sonora,Benjamín Hill,24,455.0,4.5
26017,Sonora,Caborca,182,223.8,2.2
26018,Sonora,Cajeme,887,216.5,2.2
26019,Sonora,Cananea,88,249.0,2.5
26020,Sonora,Carbó,11,205.7,2.1
26021,Sonora,La Colorada,3,180.4,1.8
26022,Sonora,Cucurpe,4,417.5,4.2
26023,Sonora,Cumpas,14,204.3,2.0
26024,Sonora,Divisaderos,5,615.0,6.2
26025,Sonora,Empalme,184,303.0,3.0
26026,Sonora,Etchojoa,219,360.7,3.6
26027,Sonora,Fronteras,25,277.8,2.8
26028,Sonora,Granados,4,260.9,2.6
26029,Sonora,Guaymas,468,304.8,3.0
26030,Sonora,Hermosillo,"1,346",137.4,1.4
26031,Sonora,Huachinera,5,370.4,3.7
26032,Sonora,Huásabas,11,"1,143.5",11.4
26033,Sonora,Huatabampo,157,187.9,1.9
26034,Sonora,Huépac,4,346.6,3.5
26035,Sonora,Imuris,26,211.1,2.1
26036,Sonora,Magdalena,67,225.5,2.3
26037,Sonora,Mazatán,6,296.3,3.0
26038,Sonora,Moctezuma,15,299.1,3.0
26039,Sonora,Naco,22,328.1,3.3
26040,Sonora,Nácori Chico,13,633.8,6.3
26041,Sonora,Nacozari de García,49,352.9,3.5
26042,Sonora,Navojoa,445,267.5,2.7
26043,Sonora,Nogales,670,268.7,2.7
26044,Sonora,Onavas,3,751.9,7.5
26045,Sonora,Opodepe,18,625.4,6.3
26046,Sonora,Oquitoa,3,677.2,6.8
26047,Sonora,Pitiquito,29,306.3,3.1
26048,Sonora,Puerto Peñasco,173,296.5,3.0
26049,Sonora,Quiriego,6,119.2,1.2
26050,Sonora,Rayón,5,312.7,3.1
26051,Sonora,Rosario,8,133.9,1.3
26052,Sonora,Sahuaripa,27,382.1,3.8
26053,Sonora,San Felipe de Jesús,4,"1,010.1",10.1
26054,Sonora,San Javier,3,609.8,6.1
26055,Sonora,San Luis Río Colorado,370,181.1,1.8
26056,Sonora,San Miguel de Horcasitas,13,155.1,1.6
26057,Sonora,San Pedro de la Cueva,4,249.4,2.5
26058,Sonora,Santa Ana,43,268.5,2.7
26059,Sonora,Santa Cruz,7,350.4,3.5
26060,Sonora,Sáric,6,185.0,1.8
26061,Sonora,Soyopa,9,700.9,7.0
26062,Sonora,Suaqui Grande,4,356.8,3.6
26063,Sonora,Tepache,7,439.6,4.4
26064,Sonora,Trincheras,15,866.6,8.7
26065,Sonora,Tubutama,2,115.3,1.2
26066,Sonora,Ures,23,206.9,2.1
26067,Sonora,Villa Hidalgo,4,230.1,2.3
26068,Sonora,Villa Pesqueira,4,159.5,1.6
26069,Sonora,Yécora,10,148.9,1.5
26070,Sonora,General Plutarco Elías Calles,53,325.8,3.3
26071,Sonora,Benito Juárez,86,390.7,3.9
26072,Sonora,San Ignacio Río Muerto,43,283.0,2.8
27001,Tabasco,Balancán,200,347.2,3.5
27002,Tabasco,Cárdenas,554,219.7,2.2
27003,Tabasco,Centla,320,312.4,3.1
27004,Tabasco,Centro,n. d.,n. d.,n. d.
27005,Tabasco,Comalcalco,410,195.0,2.0
27006,Tabasco,Cunduacán,276,218.3,2.2
27007,Tabasco,Emiliano Zapata,114,365.9,3.7
27008,Tabasco,Huimanguillo,468,257.7,2.6
27009,Tabasco,Jalapa,149,403.9,4.0
27010,Tabasco,Jalpa de Méndez,278,316.7,3.2
27011,Tabasco,Jonuta,102,338.9,3.4
27012,Tabasco,Macuspana,558,359.2,3.6
27013,Tabasco,Nacajuca,267,209.4,2.1
27014,Tabasco,Paraíso,240,262.1,2.6
27015,Tabasco,Tacotalpa,147,302.4,3.0
27016,Tabasco,Teapa,238,444.4,4.4
27017,Tabasco,Tenosique,226,383.3,3.8
28001,Tamaulipas,Abasolo,1,0.0,0.0
28002,Tamaulipas,Aldama,48,152.7,1.5
28003,Tamaulipas,Altamira,n. d.,n. d.,n. d.
28004,Tamaulipas,Antiguo Morelos,16,177.7,1.8
28005,Tamaulipas,Burgos,5,109.0,1.1
28006,Tamaulipas,Bustamante,6,78.6,0.8
28007,Tamaulipas,Camargo,n. d.,n. d.,n. d.
28008,Tamaulipas,Casas,n. d.,n. d.,n. d.
28009,Tamaulipas,Ciudad Madero,359,173.4,1.7
28010,Tamaulipas,Cruillas,6,298.4,3.0
28011,Tamaulipas,Gómez Farías,10,102.4,1.0
28012,Tamaulipas,González,65,145.0,1.5
28013,Tamaulipas,Güémez,25,153.3,1.5
28014,Tamaulipas,Guerrero,n. d.,n. d.,n. d.
28015,Tamaulipas,Gustavo Díaz Ordaz,31,171.2,1.7
28016,Tamaulipas,Hidalgo,n. d.,n. d.,n. d.
28017,Tamaulipas,Jaumave,7,46.3,0.5
28018,Tamaulipas,Jiménez,n. d.,n. d.,n. d.
28019,Tamaulipas,Llera,n. d.,n. d.,n. d.
28020,Tamaulipas,Mainero,n. d.,n. d.,n. d.
28021,Tamaulipas,El Mante,n. d.,n. d.,n. d.
28022,Tamaulipas,Matamoros,753,149.2,1.5
28023,Tamaulipas,Méndez,2,44.2,0.4
28024,Tamaulipas,Mier,n. d.,n. d.,n. d.
28025,Tamaulipas,Miguel Alemán,37,133.3,1.3
28026,Tamaulipas,Miquihuana,6,170.7,1.7
28027,Tamaulipas,Nuevo Laredo,n. d.,n. d.,n. d.
28028,Tamaulipas,Nuevo Morelos,n. d.,n. d.,n. d.
28029,Tamaulipas,Ocampo,19,146.6,1.5
28030,Tamaulipas,Padilla,n. d.,n. d.,n. d.
28031,Tamaulipas,Palmillas,8,390.0,3.9
28032,Tamaulipas,Reynosa,851,133.0,1.3
28033,Tamaulipas,Río Bravo,209,152.2,1.5
28034,Tamaulipas,San Carlos,n. d.,n. d.,n. d.
28035,Tamaulipas,San Fernando,43,61.2,0.6
28036,Tamaulipas,San Nicolás,5,485.0,4.8
28037,Tamaulipas,Soto la Marina,25,96.9,1.0
28038,Tamaulipas,Tampico,395,109.9,1.1
28039,Tamaulipas,Tula,n. d.,n. d.,n. d.
28040,Tamaulipas,Valle Hermoso,102,152.0,1.5
28041,Tamaulipas,Victoria,240,74.5,0.7
28042,Tamaulipas,Villagrán,n. d.,n. d.,n. d.
28043,Tamaulipas,Xicoténcatl,n. d.,n. d.,n. d.
29001,Tlaxcala,Amaxac de Guerrero,14,141.8,1.4
29002,Tlaxcala,Apetatitlán de Antonio Carvajal,23,164.7,1.6
29003,Tlaxcala,Atlangatepec,16,232.6,2.3
29004,Tlaxcala,Atltzayanca,n. d.,n. d.,n. d.
29005,Tlaxcala,Apizaco,203,251.0,2.5
29006,Tlaxcala,Calpulalpan,70,151.8,1.5
29007,Tlaxcala,El Carmen Tequexquitla,21,136.6,1.4
29008,Tlaxcala,Cuapiaxtla,n. d.,n. d.,n. d.
29009,Tlaxcala,Cuaxomulco,15,296.1,3.0
29010,Tlaxcala,Chiautempan,90,120.9,1.2
29011,Tlaxcala,Muñoz de Domingo Arenas,n. d.,n. d.,n. d.
29012,Tlaxcala,Españita,17,202.4,2.0
29013,Tlaxcala,Huamantla,127,147.1,1.5
29014,Tlaxcala,Hueyotlipan,25,180.1,1.8
29015,Tlaxcala,Ixtacuixtla de Mariano Matamoros,28,79.6,0.8
29016,Tlaxcala,Ixtenco,15,220.9,2.2
29017,Tlaxcala,Mazatecochco de José María Morelos,17,174.5,1.7
29018,Tlaxcala,Contla de Juan Cuamatzi,33,91.2,0.9
29019,Tlaxcala,Tepetitla de Lardizábal,17,90.8,0.9
29020,Tlaxcala,Sanctórum de Lázaro Cárdenas,7,82.6,0.8
29021,Tlaxcala,Nanacamilpa de Mariano Arista,40,240.4,2.4
29022,Tlaxcala,Acuamanala de Miguel Hidalgo,12,210.1,2.1
29023,Tlaxcala,Natívitas,10,42.3,0.4
29024,Tlaxcala,Panotla,17,67.7,0.7
29025,Tlaxcala,San Pablo del Monte,95,130.7,1.3
29026,Tlaxcala,Santa Cruz Tlaxcala,28,155.8,1.6
29027,Tlaxcala,Tenancingo,20,170.0,1.7
29028,Tlaxcala,Teolocholco,23,96.9,1.0
29029,Tlaxcala,Tepeyanco,7,63.4,0.6
29030,Tlaxcala,Terrenate,14,94.4,0.9
29031,Tlaxcala,Tetla de la Solidaridad,n. d.,n. d.,n. d.
29032,Tlaxcala,Tetlatlahuca,17,137.0,1.4
29033,Tlaxcala,Tlaxcala,87,93.5,0.9
29034,Tlaxcala,Tlaxco,36,85.1,0.9
29035,Tlaxcala,Tocatlán,10,178.9,1.8
29036,Tlaxcala,Totolac,45,218.2,2.2
29037,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,17,206.7,2.1
29038,Tlaxcala,Tzompantepec,15,102.7,1.0
29039,Tlaxcala,Xaloztoc,30,137.8,1.4
29040,Tlaxcala,Xaltocan,13,112.5,1.1
29041,Tlaxcala,Papalotla de Xicohténcatl,61,226.0,2.3
29042,Tlaxcala,Xicohtzinco,16,130.6,1.3
29043,Tlaxcala,Yauhquemehcan,10,27.2,0.3
29044,Tlaxcala,Zacatelco,39,100.9,1.0
29045,Tlaxcala,Benito Juárez,18,316.5,3.2
29046,Tlaxcala,Emiliano Zapata,12,265.3,2.7
29047,Tlaxcala,Lázaro Cárdenas,9,325.0,3.3
29048,Tlaxcala,La Magdalena Tlaltelulco,9,53.5,0.5
29049,Tlaxcala,San Damián Texóloc,10,197.5,2.0
29050,Tlaxcala,San Francisco Tetlanohcan,n. d.,n. d.,n. d.
29051,Tlaxcala,San Jerónimo Zacualpan,9,251.3,2.5
29052,Tlaxcala,San José Teacalco,n. d.,n. d.,n. d.
29053,Tlaxcala,San Juan Huactzinco,15,219.9,2.2
29054,Tlaxcala,San Lorenzo Axocomanitla,11,218.0,2.2
29055,Tlaxcala,San Lucas Tecopilco,10,353.0,3.5
29056,Tlaxcala,Santa Ana Nopalucan,12,175.0,1.8
29057,Tlaxcala,Santa Apolonia Teacalco,13,298.9,3.0
29058,Tlaxcala,Santa Catarina Ayometla,16,200.2,2.0
29059,Tlaxcala,Santa Cruz Quilehtla,9,142.9,1.4
29060,Tlaxcala,Santa Isabel Xiloxoxtla,15,338.1,3.4
30001,Veracruz,Acajete,9,109.4,1.1
30002,Veracruz,Acatlán,11,356.6,3.6
30003,Veracruz,Acayucan,135,153.9,1.5
30004,Veracruz,Actopan,n. d.,n. d.,n. d.
30005,Veracruz,Acula,8,117.0,1.2
30006,Veracruz,Acultzingo,n. d.,n. d.,n. d.
30007,Veracruz,Camarón de Tejeda,5,80.3,0.8
30008,Veracruz,Alpatláhuac,n. d.,n. d.,n. d.
30009,Veracruz,Alto Lucero de Gutiérrez Barrios,78,274.8,2.7
30010,Veracruz,Altotonga,42,69.5,0.7
30011,Veracruz,Alvarado,n. d.,n. d.,n. d.
30012,Veracruz,Amatitlán,n. d.,n. d.,n. d.
30013,Veracruz,Naranjos Amatlán,62,225.1,2.3
30014,Veracruz,Amatlán de los Reyes,n. d.,n. d.,n. d.
30015,Veracruz,Angel R. Cabada,25,65.6,0.7
30016,Veracruz,La Antigua,n. d.,n. d.,n. d.
30017,Veracruz,Apazapan,n. d.,n. d.,n. d.
30018,Veracruz,Aquila,8,445.2,4.5
30019,Veracruz,Astacinga,9,150.1,1.5
30020,Veracruz,Atlahuilco,8,81.4,0.8
30021,Veracruz,Atoyac,n. d.,n. d.,n. d.
30022,Veracruz,Atzacan,n. d.,n. d.,n. d.
30023,Veracruz,Atzalan,121,250.0,2.5
30024,Veracruz,Tlaltetela,15,95.8,1.0
30025,Veracruz,Ayahualulco,20,78.6,0.8
30026,Veracruz,Banderilla,n. d.,n. d.,n. d.
30027,Veracruz,Benito Juárez,21,125.8,1.3
30028,Veracruz,Boca del Río,n. d.,n. d.,n. d.
30029,Veracruz,Calcahualco,7,54.1,0.5
30030,Veracruz,Camerino Z. Mendoza,n. d.,n. d.,n. d.
30031,Veracruz,Carrillo Puerto,n. d.,n. d.,n. d.
30032,Veracruz,Catemaco,38,76.1,0.8
30033,Veracruz,Cazones de Herrera,31,132.0,1.3
30034,Veracruz,Cerro Azul,34,127.9,1.3
30035,Veracruz,Citlaltépetl,n. d.,n. d.,n. d.
30036,Veracruz,Coacoatzintla,12,127.4,1.3
30037,Veracruz,Coahuitlán,14,179.3,1.8
30038,Veracruz,Coatepec,96,103.8,1.0
30039,Veracruz,Coatzacoalcos,n. d.,n. d.,n. d.
30040,Veracruz,Coatzintla,n. d.,n. d.,n. d.
30041,Veracruz,Coetzala,n. d.,n. d.,n. d.
30042,Veracruz,Colipa,5,87.3,0.9
30043,Veracruz,Comapa,n. d.,n. d.,n. d.
30044,Veracruz,Córdoba,n. d.,n. d.,n. d.
30045,Veracruz,Cosamaloapan de Carpio,n. d.,n. d.,n. d.
30046,Veracruz,Cosautlán de Carvajal,n. d.,n. d.,n. d.
30047,Veracruz,Coscomatepec,29,53.3,0.5
30048,Veracruz,Cosoleacaque,180,151.2,1.5
30049,Veracruz,Cotaxtla,n. d.,n. d.,n. d.
30050,Veracruz,Coxquihui,30,193.6,1.9
30051,Veracruz,Coyutla,22,96.2,1.0
30052,Veracruz,Cuichapa,n. d.,n. d.,n. d.
30053,Veracruz,Cuitláhuac,n. d.,n. d.,n. d.
30054,Veracruz,Chacaltianguis,2,17.1,0.2
30055,Veracruz,Chalma,15,118.8,1.2
30056,Veracruz,Chiconamel,14,207.3,2.1
30057,Veracruz,Chiconquiaco,16,121.3,1.2
30058,Veracruz,Chicontepec,n. d.,n. d.,n. d.
30059,Veracruz,Chinameca,n. d.,n. d.,n. d.
30060,Veracruz,Chinampa de Gorostiza,18,117.8,1.2
30061,Veracruz,Las Choapas,n. d.,n. d.,n. d.
30062,Veracruz,Chocamán,18,86.0,0.9
30063,Veracruz,Chontla,11,74.9,0.7
30064,Veracruz,Chumatlán,13,334.3,3.3
30065,Veracruz,Emiliano Zapata,n. d.,n. d.,n. d.
30066,Veracruz,Espinal,26,101.8,1.0
30067,Veracruz,Filomeno Mata,18,109.6,1.1
30068,Veracruz,Fortín,45,70.3,0.7
30069,Veracruz,Gutiérrez Zamora,30,123.2,1.2
30070,Veracruz,Hidalgotitlán,n. d.,n. d.,n. d.
30071,Veracruz,Huatusco,58,102.6,1.0
30072,Veracruz,Huayacocotla,13,62.6,0.6
30073,Veracruz,Hueyapan de Ocampo,n. d.,n. d.,n. d.
30074,Veracruz,Huiloapan de Cuauhtémoc,20,281.5,2.8
30075,Veracruz,Ignacio de la Llave,n. d.,n. d.,n. d.
30076,Veracruz,Ilamatlán,n. d.,n. d.,n. d.
30077,Veracruz,Isla,65,154.0,1.5
30078,Veracruz,Ixcatepec,n. d.,n. d.,n. d.
30079,Veracruz,Ixhuacán de los Reyes,9,83.9,0.8
30080,Veracruz,Ixhuatlán del Café,1,4.7,0.0
30081,Veracruz,Ixhuatlancillo,31,137.1,1.4
30082,Veracruz,Ixhuatlán del Sureste,41,275.1,2.8
30083,Veracruz,Ixhuatlán de Madero,n. d.,n. d.,n. d.
30084,Veracruz,Ixmatlahuacan,13,192.1,1.9
30085,Veracruz,Ixtaczoquitlán,119,126.9,1.3
30086,Veracruz,Jalacingo,62,152.2,1.5
30087,Veracruz,Xalapa,n. d.,n. d.,n. d.
30088,Veracruz,Jalcomulco,6,40.5,0.4
30089,Veracruz,Jáltipan,63,158.8,1.6
30090,Veracruz,Jamapa,n. d.,n. d.,n. d.
30091,Veracruz,Jesús Carranza,n. d.,n. d.,n. d.
30092,Veracruz,Xico,n. d.,n. d.,n. d.
30093,Veracruz,Jilotepec,10,65.3,0.7
30094,Veracruz,Juan Rodríguez Clara,n. d.,n. d.,n. d.
30095,Veracruz,Juchique de Ferrer,n. d.,n. d.,n. d.
30096,Veracruz,Landero y Coss,11,711.5,7.1
30097,Veracruz,Lerdo de Tejada,n. d.,n. d.,n. d.
30098,Veracruz,Magdalena,n. d.,n. d.,n. d.
30099,Veracruz,Maltrata,20,112.4,1.1
30100,Veracruz,Manlio Fabio Altamirano,n. d.,n. d.,n. d.
30101,Veracruz,Mariano Escobedo,23,23.6,0.2
30102,Veracruz,Martínez de la Torre,159,144.0,1.4
30103,Veracruz,Mecatlán,24,203.3,2.0
30104,Veracruz,Mecayapan,n. d.,n. d.,n. d.
30105,Veracruz,Medellín,45,74.4,0.7
30106,Veracruz,Miahuatlán,15,338.7,3.4
30107,Veracruz,Las Minas,n. d.,n. d.,n. d.
30108,Veracruz,Minatitlán,n. d.,n. d.,n. d.
30109,Veracruz,Misantla,73,112.8,1.1
30110,Veracruz,Mixtla de Altamirano,12,115.5,1.2
30111,Veracruz,Moloacán,26,155.1,1.6
30112,Veracruz,Naolinco,25,123.4,1.2
30113,Veracruz,Naranjal,n. d.,n. d.,n. d.
30114,Veracruz,Nautla,33,330.9,3.3
30115,Veracruz,Nogales,n. d.,n. d.,n. d.
30116,Veracruz,Oluta,20,135.3,1.4
30117,Veracruz,Omealca,n. d.,n. d.,n. d.
30118,Veracruz,Orizaba,265,219.0,2.2
30119,Veracruz,Otatitlán,n. d.,n. d.,n. d.
30120,Veracruz,Oteapan,20,133.6,1.3
30121,Veracruz,Ozuluama de Mascareñas,30,124.6,1.2
30122,Veracruz,Pajapan,19,119.4,1.2
30123,Veracruz,Pánuco,n. d.,n. d.,n. d.
30124,Veracruz,Papantla,185,116.6,1.2
30125,Veracruz,Paso del Macho,30,96.0,1.0
30126,Veracruz,Paso de Ovejas,10,30.7,0.3
30127,Veracruz,La Perla,23,97.3,1.0
30128,Veracruz,Perote,50,71.0,0.7
30129,Veracruz,Platón Sánchez,n. d.,n. d.,n. d.
30130,Veracruz,Playa Vicente,n. d.,n. d.,n. d.
30131,Veracruz,Poza Rica de Hidalgo,n. d.,n. d.,n. d.
30132,Veracruz,Las Vigas de Ramírez,15,83.5,0.8
30133,Veracruz,Pueblo Viejo,n. d.,n. d.,n. d.
30134,Veracruz,Puente Nacional,n. d.,n. d.,n. d.
30135,Veracruz,Rafael Delgado,17,84.0,0.8
30136,Veracruz,Rafael Lucio,8,113.9,1.1
30137,Veracruz,Los Reyes,15,273.5,2.7
30138,Veracruz,Río Blanco,n. d.,n. d.,n. d.
30139,Veracruz,Saltabarranca,n. d.,n. d.,n. d.
30140,Veracruz,San Andrés Tenejapan,10,294.7,2.9
30141,Veracruz,San Andrés Tuxtla,183,111.2,1.1
30142,Veracruz,San Juan Evangelista,49,146.6,1.5
30143,Veracruz,Santiago Tuxtla,n. d.,n. d.,n. d.
30144,Veracruz,Sayula de Alemán,n. d.,n. d.,n. d.
30145,Veracruz,Soconusco,n. d.,n. d.,n. d.
30146,Veracruz,Sochiapa,n. d.,n. d.,n. d.
30147,Veracruz,Soledad Atzompa,9,42.1,0.4
30148,Veracruz,Soledad de Doblado,25,92.6,0.9
30149,Veracruz,Soteapan,n. d.,n. d.,n. d.
30150,Veracruz,Tamalín,n. d.,n. d.,n. d.
30151,Veracruz,Tamiahua,25,106.0,1.1
30152,Veracruz,Tampico Alto,35,269.6,2.7
30153,Veracruz,Tancoco,n. d.,n. d.,n. d.
30154,Veracruz,Tantima,15,117.1,1.2
30155,Veracruz,Tantoyuca,n. d.,n. d.,n. d.
30156,Veracruz,Tatatila,10,179.1,1.8
30157,Veracruz,Castillo de Teayo,12,64.3,0.6
30158,Veracruz,Tecolutla,28,107.5,1.1
30159,Veracruz,Tehuipango,15,63.9,0.6
30160,Veracruz,Álamo Temapache,94,90.0,0.9
30161,Veracruz,Tempoal,n. d.,n. d.,n. d.
30162,Veracruz,Tenampa,13,208.1,2.1
30163,Veracruz,Tenochtitlán,14,268.1,2.7
30164,Veracruz,Teocelo,11,61.2,0.6
30165,Veracruz,Tepatlaxco,8,97.0,1.0
30166,Veracruz,Tepetlán,3,33.3,0.3
30167,Veracruz,Tepetzintla,9,57.4,0.6
30168,Veracruz,Tequila,6,41.0,0.4
30169,Veracruz,José Azueta,n. d.,n. d.,n. d.
30170,Veracruz,Texcatepec,n. d.,n. d.,n. d.
30171,Veracruz,Texhuacán,8,151.2,1.5
30172,Veracruz,Texistepec,16,74.3,0.7
30173,Veracruz,Tezonapa,n. d.,n. d.,n. d.
30174,Veracruz,Tierra Blanca,107,97.8,1.0
30175,Veracruz,Tihuatlán,n. d.,n. d.,n. d.
30176,Veracruz,Tlacojalpan,n. d.,n. d.,n. d.
30177,Veracruz,Tlacolulan,19,174.8,1.7
30178,Veracruz,Tlacotalpan,n. d.,n. d.,n. d.
30179,Veracruz,Tlacotepec de Mejía,n. d.,n. d.,n. d.
30180,Veracruz,Tlachichilco,n. d.,n. d.,n. d.
30181,Veracruz,Tlalixcoyan,42,99.9,1.0
30182,Veracruz,Tlalnelhuayocan,n. d.,n. d.,n. d.
30183,Veracruz,Tlapacoyan,91,151.5,1.5
30184,Veracruz,Tlaquilpa,14,195.8,2.0
30185,Veracruz,Tlilapan,10,205.0,2.0
30186,Veracruz,Tomatlán,n. d.,n. d.,n. d.
30187,Veracruz,Tonayán,9,158.0,1.6
30188,Veracruz,Totutla,12,73.2,0.7
30189,Veracruz,Tuxpan,150,91.4,0.9
30190,Veracruz,Tuxtilla,n. d.,n. d.,n. d.
30191,Veracruz,Ursulo Galván,20,65.5,0.7
30192,Veracruz,Vega de Alatorre,32,153.5,1.5
30193,Veracruz,Veracruz,678,116.6,1.2
30194,Veracruz,Villa Aldama,17,156.7,1.6
30195,Veracruz,Xoxocotla,n. d.,n. d.,n. d.
30196,Veracruz,Yanga,15,85.9,0.9
30197,Veracruz,Yecuatla,33,290.6,2.9
30198,Veracruz,Zacualpan,n. d.,n. d.,n. d.
30199,Veracruz,Zaragoza,15,139.9,1.4
30200,Veracruz,Zentla,n. d.,n. d.,n. d.
30201,Veracruz,Zongolica,40,83.5,0.8
30202,Veracruz,Zontecomatlán de López y Fuentes,n. d.,n. d.,n. d.
30203,Veracruz,Zozocolco de Hidalgo,20,148.9,1.5
30204,Veracruz,Agua Dulce,60,119.5,1.2
30205,Veracruz,El Higo,n. d.,n. d.,n. d.
30206,Veracruz,Nanchital de Lázaro Cárdenas del Río,n. d.,n. d.,n. d.
30207,Veracruz,Tres Valles,66,146.4,1.5
30208,Veracruz,Carlos A. Carrillo,n. d.,n. d.,n. d.
30209,Veracruz,Tatahuicapan de Juárez,23,146.9,1.5
30210,Veracruz,Uxpanapa,28,98.7,1.0
30211,Veracruz,San Rafael,35,116.1,1.2
30212,Veracruz,Santiago Sochiapan,n. d.,n. d.,n. d.
31001,Yucatán,Abalá,29,456.3,4.6
31002,Yucatán,Acanceh,39,254.3,2.5
31003,Yucatán,Akil,36,347.4,3.5
31004,Yucatán,Baca,16,280.7,2.8
31005,Yucatán,Bokobá,13,633.2,6.3
31006,Yucatán,Buctzotz,31,358.9,3.6
31007,Yucatán,Cacalchén,22,323.0,3.2
31008,Yucatán,Calotmul,26,634.9,6.3
31009,Yucatán,Cansahcab,24,511.1,5.1
31010,Yucatán,Cantamayec,13,540.1,5.4
31011,Yucatán,Celestún,18,248.9,2.5
31012,Yucatán,Cenotillo,15,405.3,4.1
31013,Yucatán,Conkal,30,328.1,3.3
31014,Yucatán,Cuncunul,12,752.4,7.5
31015,Yucatán,Cuzamá,17,322.2,3.2
31016,Yucatán,Chacsinkín,27,958.1,9.6
31017,Yucatán,Chankom,23,515.2,5.2
31018,Yucatán,Chapab,20,659.0,6.6
31019,Yucatán,Chemax,92,271.7,2.7
31020,Yucatán,Chicxulub Pueblo,20,486.3,4.9
31021,Yucatán,Chichimilá,60,754.5,7.5
31022,Yucatán,Chikindzonot,28,672.8,6.7
31023,Yucatán,Chocholá,16,353.2,3.5
31024,Yucatán,Chumayel,12,381.2,3.8
31025,Yucatán,Dzán,12,242.9,2.4
31026,Yucatán,Dzemul,12,343.9,3.4
31027,Yucatán,Dzidzantún,31,381.2,3.8
31028,Yucatán,Dzilam de Bravo,12,487.2,4.9
31029,Yucatán,Dzilam González,21,355.6,3.6
31030,Yucatán,Dzitás,18,508.5,5.1
31031,Yucatán,Dzoncauich,16,577.2,5.8
31032,Yucatán,Espita,33,211.9,2.1
31033,Yucatán,Halachó,73,382.8,3.8
31034,Yucatán,Hocabá,16,264.0,2.6
31035,Yucatán,Hoctún,23,403.7,4.0
31036,Yucatán,Homún,18,248.0,2.5
31037,Yucatán,Huhí,18,371.8,3.7
31038,Yucatán,Hunucmá,122,387.2,3.9
31039,Yucatán,Ixil,17,447.0,4.5
31040,Yucatán,Izamal,62,215.6,2.2
31041,Yucatán,Kanasín,129,158.8,1.6
31042,Yucatán,Kantunil,20,363.5,3.6
31043,Yucatán,Kaua,19,688.2,6.9
31044,Yucatán,Kinchil,18,273.9,2.7
31045,Yucatán,Kopomá,3,122.5,1.2
31046,Yucatán,Mama,13,450.1,4.5
31047,Yucatán,Maní,13,247.6,2.5
31048,Yucatán,Maxcanú,25,115.2,1.2
31049,Yucatán,Mayapán,10,305.9,3.1
31050,Yucatán,Mérida,453,50.7,0.5
31051,Yucatán,Mocochá,11,358.2,3.6
31052,Yucatán,Motul,124,344.3,3.4
31053,Yucatán,Muna,23,186.4,1.9
31054,Yucatán,Muxupip,12,435.6,4.4
31055,Yucatán,Opichén,11,175.0,1.8
31056,Yucatán,Oxkutzcab,53,180.7,1.8
31057,Yucatán,Panabá,27,361.9,3.6
31058,Yucatán,Peto,45,186.3,1.9
31059,Yucatán,Progreso,154,242.8,2.4
31060,Yucatán,Quintana Roo,11,"1,167.7",11.7
31061,Yucatán,Río Lagartos,10,290.9,2.9
31062,Yucatán,Sacalum,17,370.5,3.7
31063,Yucatán,Samahil,12,239.6,2.4
31064,Yucatán,Sanahcat,10,617.7,6.2
31065,Yucatán,San Felipe,11,598.2,6.0
31066,Yucatán,Santa Elena,14,365.2,3.7
31067,Yucatán,Seyé,33,355.8,3.6
31068,Yucatán,Sinanché,16,511.8,5.1
31069,Yucatán,Sotuta,29,343.2,3.4
31070,Yucatán,Sucilá,12,305.3,3.1
31071,Yucatán,Sudzal,12,710.5,7.1
31072,Yucatán,Suma,8,426.4,4.3
