"Medición de la pobreza, Estados Unidos Mexicanos, 2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Indicadores de pobreza, por municipio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clave de entidad,Entidad federativa,Clave de municipio,Municipio,"Población*(leer nota al final del cuadro)",Pobreza,,,,Pobreza extrema,,,,Pobreza moderada,,,,Vulnerables por carencia social,,,Vulnerables por ingreso,,No pobres y no vulnerables,,Rezago educativo,,Carencia por acceso a los servicios de salud,,Carencia por acceso a la seguridad social,,Carencia por calidad y espacios de la vivienda,,Carencia por acceso a los servicios básicos en la vivienda,,Carencia por acceso a la alimentación,,Población con al menos una carencia social,,Población con tres o más carencias sociales,, Población con ingreso inferior a la línea de bienestar,,Población con ingreso inferior a la línea de bienestar mínimo,,Coeficiente de Gini,Razón del ingreso entre la población pobre extrema y la población no pobre y no vulnerable1
,,,,,Porcentaje,Personas,Carencias,Intensidad,Porcentaje,Personas,Carencias,Intensidad,Porcentaje,Personas,Carencias,Intensidad,Porcentaje,Personas,Carencias,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,Porcentaje,Personas,,
5,Coahuila,5021,Nadadores,"6,538",30.2,"1,973",2.3,0.11,3.7,243,3.7,0.02,26.4,"1,729",2.1,0.09,30.8,"2,017",1.8,14.5,947,24.5,"1,602",14.1,920,29.4,"1,925",34.8,"2,277",6.4,420,23.6,"1,542",15.8,"1,034",61,"3,989",17.1,"1,117",44.7,"2,919",11.7,762,0.383,0.15
5,Coahuila,5022,Nava,"25,777",30.6,"7,877",2,0.1,3.9,"1,014",3.7,0.02,26.6,"6,863",1.7,0.08,20.8,"5,351",1.5,19.1,"4,929",29.6,"7,620",15.6,"4,022",14,"3,614",25.2,"6,490",6.8,"1,752",7.9,"2,044",23,"5,922",51.3,"13,228",10.5,"2,707",49.7,"12,806",14.4,"3,701",0.364,0.16
5,Coahuila,5023,Ocampo,"11,403",46.2,"5,263",2.1,0.17,7.3,828,3.5,0.04,38.9,"4,436",1.9,0.12,20.5,"2,341",1.9,18.1,"2,063",15.2,"1,735",20.1,"2,294",18.7,"2,136",46.3,"5,276",7.8,887,19.2,"2,184",25.5,"2,908",66.7,"7,604",19.2,"2,191",64.3,"7,327",26.2,"2,984",0.378,0.17
5,Coahuila,5024,Parras,"44,079",34.6,"15,259",2.4,0.14,5.9,"2,584",3.7,0.04,28.8,"12,675",2.1,0.1,22.4,"9,893",1.9,17,"7,494",25.9,"11,433",13.3,"5,846",17.6,"7,773",42.4,"18,699",7.4,"3,249",19,"8,363",25.9,"11,424",57.1,"25,152",20.1,"8,855",51.6,"22,753",16.5,"7,258",0.428,0.12
5,Coahuila,5025,Piedras Negras,"135,285",24,"32,487",1.9,0.08,2.1,"2,857",3.4,0.01,21.9,"29,630",1.8,0.06,25.6,"34,677",1.6,12.8,"17,373",37.5,"50,748",12.2,"16,478",17.6,"23,813",29,"39,197",5.2,"7,018",3.4,"4,665",18.5,"24,961",49.6,"67,164",8.3,"11,217",36.9,"49,860",8.7,"11,774",0.403,0.14
5,Coahuila,5026,Progreso,"3,744",27.6,"1,033",1.9,0.09,1.7,63,3.5,0.01,25.9,971,1.8,0.08,43.8,"1,639",1.7,8.2,305,20.5,766,23.6,885,19.8,741,38.2,"1,429",3.1,116,21.3,796,20.1,752,71.4,"2,672",13.8,518,35.8,"1,339",7.7,290,0.346,0.19
5,Coahuila,5027,Ramos Arizpe,"77,712",27.1,"21,029",2.1,0.09,3.3,"2,568",3.4,0.02,23.8,"18,460",1.9,0.08,21.3,"16,515",1.8,15.7,"12,222",36,"27,947",12.3,"9,529",20.7,"16,059",30.2,"23,441",2.2,"1,728",5.3,"4,097",24.1,"18,692",48.3,"37,543",13,"10,078",42.8,"33,250",11.3,"8,789",0.446,0.13
5,Coahuila,5028,Sabinas,"59,162",23.7,"14,018",1.9,0.08,2,"1,195",3.3,0.01,21.7,"12,823",1.8,0.06,27.6,"16,350",1.6,13,"7,668",35.7,"21,126",10.6,"6,242",18.9,"11,161",33.2,"19,657",5.2,"3,060",2.8,"1,670",17.9,"10,600",51.3,"30,368",8.4,"4,998",36.7,"21,686",8.2,"4,840",0.411,0.14
5,Coahuila,5029,Sacramento,"2,070",24,496,2,0.08,1.7,34,3.4,0.01,22.3,462,1.9,0.07,39,808,1.8,7.3,151,29.7,615,15.6,323,23,477,43.2,894,2.5,51,19.7,407,12.5,260,63,"1,304",14,291,31.2,646,6.3,130,0.411,0.14
5,Coahuila,5030,Saltillo,"758,175",23.5,"177,905",1.9,0.07,2.2,"16,678",3.5,0.01,21.3,"161,228",1.7,0.06,26.4,"200,510",1.5,12.5,"94,485",37.6,"285,275",10.6,"80,174",18.2,"137,979",29.5,"223,353",2.6,"19,770",3.4,"25,752",21.3,"161,219",49.9,"378,415",8.4,"63,370",35.9,"272,390",9,"68,456",0.442,0.12
5,Coahuila,5031,San Buenaventura,"22,620",25.1,"5,684",2,0.09,2.6,589,3.4,0.01,22.5,"5,095",1.9,0.07,27.2,"6,163",1.8,12.6,"2,848",35,"7,925",11.1,"2,505",22.9,"5,186",33.4,"7,551",3.3,750,10.2,"2,300",18,"4,079",52.4,"11,847",11.8,"2,664",37.7,"8,532",8.9,"2,012",0.406,0.13
5,Coahuila,5032,San Juan de Sabinas,"41,384",19,"7,862",1.9,0.06,1.1,443,3.5,0.01,17.9,"7,418",1.8,0.05,27.8,"11,496",1.6,12.4,"5,148",40.8,"16,878",10.9,"4,527",13.7,"5,670",26.9,"11,134",4.6,"1,923",7.5,"3,118",15,"6,221",46.8,"19,358",7.3,"3,040",31.4,"13,009",5.7,"2,371",0.405,0.14
5,Coahuila,5033,San Pedro,"104,176",49.1,"51,146",2,0.16,5.7,"5,977",3.4,0.03,43.4,"45,168",1.8,0.13,23.7,"24,648",1.8,12.9,"13,406",14.4,"14,976",16.5,"17,189",25.4,"26,477",53.7,"55,928",5,"5,244",13,"13,494",25.3,"26,311",72.8,"75,794",16.1,"16,757",62,"64,552",24.7,"25,761",0.403,0.15
5,Coahuila,5034,Sierra Mojada,"5,457",30.5,"1,667",2.1,0.11,3.4,187,3.4,0.02,27.1,"1,480",1.9,0.09,24,"1,311",1.9,20.4,"1,113",25,"1,366",13.8,754,12.7,692,27.1,"1,479",10.1,550,17,930,27.4,"1,497",54.6,"2,979",15.6,852,50.9,"2,780",13.9,759,0.379,0.15
5,Coahuila,5035,Torreón,"629,877",27.3,"171,873",2,0.09,2.9,"18,158",3.4,0.02,24.4,"153,715",1.8,0.07,27.1,"170,939",1.7,12.4,"78,018",33.2,"209,047",10.8,"68,250",25.9,"163,056",37.9,"238,759",3.9,"24,721",2.6,"16,145",17.8,"111,961",54.4,"342,812",9.7,"61,373",39.7,"249,891",11.5,"72,412",0.452,0.12
5,Coahuila,5036,Viesca,"26,031",58.5,"15,216",2.3,0.22,12.6,"3,273",3.6,0.07,45.9,"11,943",1.9,0.15,25.6,"6,663",1.9,9,"2,334",7,"1,818",22.7,"5,915",32.6,"8,484",56.3,"14,653",4.1,"1,071",27.8,"7,235",39.5,"10,291",84.1,"21,879",27.9,"7,268",67.4,"17,550",33.4,"8,688",0.482,0.1
5,Coahuila,5037,Villa Unión,"4,810",36.8,"1,768",1.7,0.11,2.7,128,3.5,0.02,34.1,"1,641",1.6,0.09,29.8,"1,435",1.6,14.6,704,18.8,903,18.2,874,12.1,582,40.3,"1,941",6.3,305,16.7,805,18.4,883,66.6,"3,203",10.6,511,51.4,"2,472",14.4,694,0.346,0.18
5,Coahuila,5038,Zaragoza,"11,691",37.1,"4,340",1.9,0.12,3.1,364,3.5,0.02,34,"3,975",1.8,0.1,30.7,"3,594",1.8,11.7,"1,370",20.4,"2,388",21,"2,454",18.5,"2,167",44.2,"5,168",7.2,842,13,"1,519",21.3,"2,490",67.9,"7,933",14.4,"1,683",48.8,"5,710",12.9,"1,509",0.378,0.15
6,Colima,6001,Armería,"24,404",55.4,"13,510",2.1,0.19,4.8,"1,181",3.7,0.03,50.5,"12,329",1.9,0.16,32.3,"7,879",1.9,3,725,9.4,"2,289",27.9,"6,817",13.1,"3,194",72.9,"17,796",20.9,"5,107",24.2,"5,901",17.1,"4,178",87.6,"21,389",23.2,"5,671",58.3,"14,235",17.5,"4,265",0.591,0.1
6,Colima,6002,Colima,"154,625",27.9,"43,104",1.9,0.09,1.4,"2,172",3.4,0.01,26.5,"40,933",1.8,0.08,36.1,"55,761",1.6,4.8,"7,499",31.2,"48,261",15.4,"23,841",16.1,"24,864",52.8,"81,703",6.6,"10,135",2.7,"4,251",17.5,"27,113",63.9,"98,865",11,"16,940",32.7,"50,603",6.3,"9,723",0.45,0.11
6,Colima,6003,Comala,"19,208",53.7,"10,306",2.1,0.19,4.7,904,3.7,0.03,48.9,"9,402",1.9,0.16,33.3,"6,406",1.9,3.2,618,9.8,"1,878",22.3,"4,278",22.2,"4,269",76.2,"14,638",15.5,"2,969",23,"4,420",15.4,"2,963",87,"16,712",22.9,"4,399",56.9,"10,924",15.8,"3,029",0.397,0.14
6,Colima,6004,Coquimatlán,"16,756",45.7,"7,650",1.9,0.15,3.3,559,3.5,0.02,42.3,"7,091",1.8,0.13,40.4,"6,772",1.8,3.6,604,10.3,"1,730",27.3,"4,572",18.5,"3,099",71.3,"11,948",12.2,"2,040",15.4,"2,575",18.2,"3,054",86.1,"14,422",20.4,"3,413",49.3,"8,254",12.3,"2,062",0.383,0.14
6,Colima,6005,Cuauhtémoc,"31,377",34.8,"10,928",1.8,0.1,1.3,423,3.4,0.01,33.5,"10,505",1.7,0.09,40.2,"12,606",1.6,4.4,"1,392",20.6,"6,451",21.2,"6,643",11.6,"3,638",58.8,"18,465",5.7,"1,802",9.7,"3,035",20,"6,288",75,"23,534",12.7,"3,988",39.3,"12,320",6.9,"2,175",0.402,0.14
6,Colima,6006,Ixtlahuacán,"7,234",48.8,"3,533",2.3,0.19,4.8,346,3.6,0.03,44.1,"3,188",2.2,0.16,44.1,"3,191",2.5,1.2,86,5.9,424,34.1,"2,464",13,942,82.4,"5,963",14.7,"1,065",55.6,"4,024",22.7,"1,643",93,"6,725",40.9,"2,958",50,"3,619",12.5,903,0.393,0.11
6,Colima,6007,Manzanillo,"169,058",31.7,"53,634",2.3,0.12,2.7,"4,586",3.8,0.02,29,"49,049",2.2,0.1,34.1,"57,709",1.9,5.5,"9,273",28.7,"48,442",18.6,"31,443",20.6,"34,748",49.6,"83,818",17.7,"29,874",9.2,"15,633",23.8,"40,190",65.9,"111,343",19.9,"33,599",37.2,"62,907",7.1,"12,031",0.458,0.11
6,Colima,6008,Minatitlán,"8,515",50.1,"4,266",1.9,0.15,3.3,284,3.4,0.02,46.8,"3,982",1.7,0.14,33.3,"2,838",1.7,5.8,492,10.8,919,24.6,"2,094",7.6,644,65.2,"5,549",6.8,580,19.4,"1,649",26,"2,211",83.4,"7,104",16.4,"1,399",55.9,"4,758",14.8,"1,257",0.402,0.14
6,Colima,6009,Tecomán,"95,285",51.3,"48,864",2.2,0.19,4.9,"4,625",3.8,0.03,46.4,"44,239",2.1,0.16,32.2,"30,673",2.1,3.7,"3,484",12.9,"12,264",27.1,"25,795",21,"19,981",70.1,"66,801",19.9,"18,927",19.7,"18,744",23.6,"22,457",83.5,"79,537",26.9,"25,641",54.9,"52,348",13.8,"13,131",0.403,0.14
6,Colima,6010,Villa de Álvarez,"126,969",24.3,"30,905",1.8,0.07,0.8,"1,076",3.4,0,23.5,"29,829",1.7,0.07,30.6,"38,907",1.7,6.1,"7,684",39,"49,473",11.1,"14,115",16.7,"21,155",44.8,"56,887",5.1,"6,465",1.6,"1,981",15.3,"19,453",55,"69,812",8.1,"10,225",30.4,"38,589",5.3,"6,689",0.439,0.11
7,Chiapas,7001,Acacoyagua,"16,313",85.7,"13,983",3.1,0.44,37.9,"6,177",3.9,0.25,47.9,"7,806",2.4,0.19,12.2,"1,998",2.6,0.7,107,1.4,225,36.7,"5,983",50.1,"8,174",90.3,"14,724",35.9,"5,864",56.6,"9,230",27,"4,409",98,"15,981",62.3,"10,165",86.4,"14,090",54.5,"8,883",0.425,0.09
7,Chiapas,7002,Acala,"29,423",81.5,"23,980",3,0.41,34.1,"10,046",4,0.23,47.4,"13,934",2.2,0.18,11.6,"3,400",2.2,2.9,863,4,"1,181",37.5,"11,024",27.2,"7,993",83.8,"24,662",46.8,"13,769",36.5,"10,746",37.1,"10,907",93.1,"27,379",52.7,"15,507",84.4,"24,843",49.8,"14,643",0.439,0.11
7,Chiapas,7003,Acapetahua,"26,161",80.9,"21,157",3.1,0.41,34.2,"8,954",3.8,0.22,46.6,"12,203",2.5,0.19,17.1,"4,463",2.5,1.1,285,1,256,32.7,"8,548",34.3,"8,978",83.1,"21,727",35,"9,146",79.9,"20,897",27,"7,052",97.9,"25,619",61.8,"16,165",82,"21,442",48.3,"12,623",0.432,0.13
7,Chiapas,7004,Altamirano,"36,801",92.3,"33,978",3.6,0.55,66.9,"24,610",4.1,0.45,25.5,"9,369",2.4,0.1,5.6,"2,056",2.2,0.5,183,1.6,583,48.4,"17,797",73.5,"27,031",94.8,"34,893",31.5,"11,582",77.2,"28,411",18.9,"6,966",97.9,"36,035",78.8,"28,981",92.8,"34,161",74.3,"27,330",0.548,0.06
7,Chiapas,7005,Amatán,"24,623",94.2,"23,198",3.1,0.49,54.2,"13,338",3.7,0.34,40,"9,860",2.3,0.16,5.6,"1,368",2.6,0.1,25,0.1,33,44.7,"11,009",19.2,"4,726",96,"23,644",32.5,"7,991",87.8,"21,619",30.3,"7,466",99.8,"24,565",69.2,"17,048",94.3,"23,223",74,"18,228",0.421,0.14
7,Chiapas,7006,Amatenango de la Frontera,"30,079",88.9,"26,755",2.9,0.43,39.1,"11,757",3.8,0.25,49.9,"14,997",2.1,0.18,8.8,"2,645",2.4,1,289,1.3,390,39.2,"11,793",30.2,"9,085",91.5,"27,511",32.1,"9,658",59.2,"17,794",25.4,"7,635",97.7,"29,399",55.3,"16,640",89.9,"27,044",63.3,"19,025",0.41,0.11
7,Chiapas,7007,Amatenango del Valle,"8,038",94.9,"7,631",4.1,0.66,67.6,"5,431",4.4,0.5,27.4,"2,200",3.5,0.16,5,399,3.8,0,2,0.1,6,50.7,"4,077",82.4,"6,625",98,"7,881",48,"3,860",79.3,"6,378",53.4,"4,289",99.9,"8,030",90.8,"7,297",95,"7,633",73.1,"5,876",0.399,0.13
7,Chiapas,7008,Angel Albino Corzo,"27,275",89.7,"24,474",3.2,0.48,45.4,"12,383",3.9,0.3,44.3,"12,091",2.5,0.18,9.2,"2,513",2.6,0.3,69,0.8,218,40.4,"11,019",45.3,"12,343",95.8,"26,137",32.4,"8,835",64.5,"17,586",33.9,"9,239",98.9,"26,987",67.7,"18,476",90,"24,544",60.2,"16,421",0.424,0.08
7,Chiapas,7009,Arriaga,"38,031",67.2,"25,556",2.7,0.3,17.9,"6,794",3.8,0.11,49.3,"18,763",2.3,0.19,22.3,"8,478",2.2,4.3,"1,638",6.2,"2,359",27.5,"10,440",31.7,"12,066",77.7,"29,551",19.7,"7,507",53.1,"20,198",20,"7,608",89.5,"34,034",41.7,"15,860",71.5,"27,194",30.5,"11,584",0.432,0.11
7,Chiapas,7010,Bejucal de Ocampo,"9,841",92.2,"9,078",3.1,0.47,51.6,"5,081",3.7,0.32,40.6,"3,997",2.2,0.15,5.8,567,2.4,1,98,1,98,43.5,"4,276",17.1,"1,687",92.6,"9,115",43.4,"4,271",72.6,"7,147",28.6,"2,813",98,"9,645",67.3,"6,619",93.2,"9,176",70.8,"6,963",0.375,0.12
7,Chiapas,7011,Bella Vista,"22,716",88.9,"20,204",3.1,0.46,44.3,"10,065",3.8,0.28,44.6,"10,140",2.5,0.19,10.7,"2,421",2.7,0.3,70,0.1,21,36.8,"8,367",31.6,"7,173",94.6,"21,491",28.9,"6,573",85.6,"19,434",30.4,"6,898",99.6,"22,625",67.8,"15,399",89.2,"20,274",61,"13,863",0.363,0.19
7,Chiapas,7012,Berriozábal,"40,535",76.6,"31,035",3.1,0.39,29.4,"11,922",4.1,0.2,47.2,"19,114",2.4,0.19,14.3,"5,795",2.2,3,"1,217",6.1,"2,487",37.8,"15,312",47.1,"19,090",79.5,"32,216",30.2,"12,242",47.9,"19,429",23.1,"9,382",90.9,"36,831",51.6,"20,899",79.6,"32,253",41.7,"16,904",0.448,0.12
7,Chiapas,7013,Bochil,"28,510",84.5,"24,100",3.8,0.54,51.2,"14,605",4.3,0.37,33.3,"9,495",3.1,0.17,10.5,"3,006",2.9,1.2,334,3.8,"1,069",27.7,"7,885",87,"24,808",90.5,"25,792",43.1,"12,275",71.4,"20,369",34.8,"9,931",95.1,"27,106",77.6,"22,131",85.7,"24,434",56.9,"16,234",0.505,0.08
7,Chiapas,7014,El Bosque,"21,107",94.9,"20,041",3.4,0.55,63.5,"13,410",3.8,0.41,31.4,"6,631",2.7,0.14,4.7,988,2.9,0,9,0.3,69,47.4,"10,005",37.4,"7,900",97.4,"20,553",39,"8,224",83.2,"17,569",36.7,"7,746",99.6,"21,029",80.3,"16,943",95,"20,050",76.5,"16,150",0.429,0.08
7,Chiapas,7015,Cacahoatán,"38,851",70.4,"27,350",2.8,0.33,23.7,"9,201",3.9,0.15,46.7,"18,149",2.2,0.17,19.1,"7,435",2,3.7,"1,426",6.8,"2,640",27.5,"10,703",44.8,"17,407",76.1,"29,555",24.8,"9,626",44.2,"17,175",18,"7,005",89.5,"34,785",41.4,"16,099",74.1,"28,776",38.8,"15,074",0.458,0.11
7,Chiapas,7016,Catazajá,"15,142",74.5,"11,279",2.5,0.31,20.2,"3,064",3.6,0.12,54.3,"8,215",2.1,0.19,20.7,"3,141",2.2,1.3,203,3.4,519,34.2,"5,178",15.3,"2,322",80.1,"12,131",23.7,"3,590",50.1,"7,589",31.1,"4,716",95.2,"14,420",42.3,"6,406",75.8,"11,481",39.1,"5,924",0.461,0.09
7,Chiapas,7017,Cintalapa,"72,731",75.6,"54,969",3,0.38,30.3,"22,042",4,0.2,45.3,"32,927",2.4,0.18,14.7,"10,703",2.4,3.5,"2,572",6.2,"4,487",34.4,"25,044",48.5,"35,240",82.4,"59,931",19.2,"13,942",46.7,"33,978",32.9,"23,951",90.3,"65,672",52.9,"38,484",79.1,"57,541",43,"31,243",0.464,0.1
7,Chiapas,7018,Coapilla,"8,012",90.5,"7,248",3.2,0.48,47.2,"3,778",4,0.31,43.3,"3,470",2.3,0.16,7.6,611,2.2,0.5,41,1.4,112,38.4,"3,078",40,"3,203",92.6,"7,418",34.6,"2,769",66.4,"5,316",30.5,"2,440",98.1,"7,859",63.8,"5,110",91,"7,289",64.1,"5,132",0.452,0.1
7,Chiapas,7019,Comitán de Domínguez,"131,367",66.4,"87,182",2.7,0.29,16.6,"21,787",3.9,0.11,49.8,"65,395",2.2,0.19,20.6,"27,100",2.2,3.9,"5,140",9.1,"11,945",31.5,"41,429",36.5,"48,010",78.8,"103,477",16.6,"21,827",31.6,"41,516",27.3,"35,829",87,"114,282",37.8,"49,641",70.3,"92,322",28.7,"37,767",0.45,0.1
7,Chiapas,7020,La Concordia,"41,318",83.7,"34,592",3.3,0.47,38.1,"15,729",4.1,0.26,45.7,"18,863",2.7,0.21,15,"6,208",2.9,0.6,257,0.6,261,44.5,"18,396",24.9,"10,307",94.8,"39,150",47.2,"19,482",78.7,"32,504",34.6,"14,316",98.7,"40,800",68.1,"28,138",84.3,"34,849",51.1,"21,093",0.402,0.09
7,Chiapas,7021,Copainalá,"20,638",77.9,"16,077",2.5,0.33,22.2,"4,581",3.7,0.14,55.7,"11,496",2,0.19,16.2,"3,342",2.1,2.4,489,3.5,729,34.5,"7,130",15.7,"3,247",82,"16,929",25.2,"5,203",47.1,"9,718",26.6,"5,499",94.1,"19,420",40.6,"8,375",80.3,"16,567",43.5,"8,975",0.445,0.09
7,Chiapas,7022,Chalchihuitán,"14,378",96.8,"13,925",4.1,0.66,79.8,"11,474",4.3,0.57,17,"2,451",3.4,0.1,3.2,453,3.7,0,0,0,0,46,"6,614",43.3,"6,222",97.6,"14,033",77.2,"11,094",99.6,"14,324",47,"6,762",100,"14,378",94.4,"13,570",96.8,"13,925",83.9,"12,062",0.377,--
7,Chiapas,7023,Chamula,"83,373",94.8,"79,016",3.8,0.6,69.7,"58,092",4,0.47,25.1,"20,924",3.2,0.13,5.2,"4,355",3.5,0,0,0,2,55,"45,855",50.8,"42,365",98.4,"82,012",46.3,"38,602",96.5,"80,419",31,"25,837",100,"83,371",90.6,"75,509",94.8,"79,016",76.1,"63,419",0.391,0.1
7,Chiapas,7024,Chanal,"13,158",96.1,"12,649",3.7,0.6,69.1,"9,086",4,0.46,27.1,"3,563",3,0.14,3.9,509,3.3,0,0,0,0,37.7,"4,959",12,"1,584",97.2,"12,792",56.9,"7,493",99.2,"13,059",68,"8,943",100,"13,158",87.4,"11,500",96.1,"12,649",77.1,"10,140",0.39,--
7,Chiapas,7025,Chapultenango,"8,797",84.8,"7,460",2.8,0.39,30.7,"2,700",4,0.21,54.1,"4,760",2,0.18,11.1,974,2.2,2,176,2.1,187,31.8,"2,793",14.9,"1,307",80.9,"7,115",44.7,"3,935",56.9,"5,006",30.2,"2,657",95.9,"8,435",47.4,"4,173",86.8,"7,636",55.4,"4,876",0.427,0.1
7,Chiapas,7026,Chenalhó,"38,891",95.6,"37,192",3.8,0.61,72.3,"28,108",4.1,0.49,23.4,"9,084",2.8,0.11,4,"1,557",3.2,0.1,51,0.2,90,47.5,"18,461",28.2,"10,963",97.5,"37,912",63.3,"24,610",92.7,"36,058",46.8,"18,217",99.6,"38,750",86.8,"33,751",95.8,"37,244",80.8,"31,419",0.431,0.07
7,Chiapas,7027,Chiapa de Corzo,"71,825",68.5,"49,202",2.9,0.33,22.9,"16,440",3.9,0.15,45.6,"32,762",2.3,0.18,19.2,"13,786",2.2,3.2,"2,287",9.1,"6,550",25.7,"18,456",44.4,"31,910",77.5,"55,670",32.3,"23,211",27.7,"19,909",30.2,"21,686",87.7,"62,988",45.1,"32,361",71.7,"51,489",34.8,"24,979",0.48,0.1
7,Chiapas,7028,Chiapilla,"4,473",89,"3,982",2.8,0.41,35.1,"1,572",3.8,0.22,53.9,"2,411",2.1,0.19,9.6,427,2.3,0.7,32,0.7,31,44.1,"1,974",17.8,795,92.1,"4,118",37.3,"1,667",46.3,"2,073",32.7,"1,463",98.6,"4,410",52.5,"2,347",89.7,"4,014",57.6,"2,577",0.396,0.16
7,Chiapas,7029,Chicoasén,"5,400",78.2,"4,221",2.5,0.33,23.3,"1,261",3.7,0.14,54.8,"2,960",2,0.18,14.3,775,2,3.7,202,3.8,203,29.3,"1,585",34.6,"1,870",82.7,"4,468",25.1,"1,353",27.6,"1,489",26.2,"1,417",92.5,"4,996",40.4,"2,182",81.9,"4,423",41.1,"2,222",0.395,0.15
7,Chiapas,7030,Chicomuselo,"34,197",89.8,"30,715",3.4,0.5,48.6,"16,617",4,0.32,41.2,"14,098",2.6,0.18,9,"3,070",2.7,0.4,146,0.8,266,43.8,"14,967",50.7,"17,339",85.7,"29,304",36.1,"12,352",81.2,"27,763",29.5,"10,076",98.8,"33,785",71.4,"24,412",90.2,"30,860",62.9,"21,500",0.449,0.09
7,Chiapas,7031,Chilón,"124,017",95.3,"118,180",3.8,0.6,70.6,"87,519",4.1,0.48,24.7,"30,660",2.7,0.11,4.2,"5,210",2.9,0.2,207,0.3,421,42.6,"52,785",32.1,"39,804",95.9,"118,925",62.5,"77,462",91.6,"113,574",45.3,"56,184",99.5,"123,390",84.2,"104,457",95.5,"118,386",80,"99,242",0.449,0.07
7,Chiapas,7032,Escuintla,"28,387",81.1,"23,015",3,0.4,33.9,"9,630",4.1,0.23,47.1,"13,384",2.2,0.17,13.3,"3,781",2.1,2.1,594,3.5,997,34.2,"9,697",23.4,"6,656",85.6,"24,312",41.6,"11,804",57.6,"16,337",28.6,"8,123",94.4,"26,796",51.7,"14,665",83.2,"23,609",52,"14,751",0.496,0.08
7,Chiapas,7033,Francisco León,"8,146",90.3,"7,357",2.9,0.43,40.4,"3,295",3.7,0.25,49.9,"4,062",2.1,0.18,9.4,763,2.3,0.2,14,0.1,12,41.4,"3,371",13,"1,059",94.6,"7,707",31.8,"2,589",64.3,"5,238",36,"2,930",99.7,"8,120",58.4,"4,756",90.5,"7,371",63.6,"5,177",0.354,0.14
7,Chiapas,7034,Frontera Comalapa,"60,723",80.3,"48,760",3,0.4,33,"20,062",3.8,0.21,47.3,"28,698",2.5,0.2,15.6,"9,447",2.5,1.3,775,2.9,"1,741",33.3,"20,193",63,"38,286",88.8,"53,902",22.3,"13,535",46.5,"28,214",28,"17,027",95.9,"58,207",57.7,"35,051",81.6,"49,535",47.3,"28,751",0.439,0.11
7,Chiapas,7035,Frontera Hidalgo,"10,856",74.4,"8,075",3,0.37,28.6,"3,102",4,0.19,45.8,"4,973",2.4,0.18,17.9,"1,945",2.3,2.4,264,5.3,572,28.2,"3,067",32.5,"3,527",83.5,"9,061",31.2,"3,388",55.8,"6,062",32.7,"3,551",92.3,"10,020",51.1,"5,552",76.8,"8,339",43.8,"4,752",0.466,0.1
7,Chiapas,7036,La Grandeza,"10,175",88.6,"9,011",3.1,0.46,49.1,"4,997",3.8,0.31,39.4,"4,014",2.3,0.15,9.3,943,2.4,1.1,115,1,106,35.6,"3,626",18.9,"1,928",81.8,"8,320",49.4,"5,028",80.8,"8,225",32.9,"3,344",97.8,"9,954",67,"6,821",89.7,"9,126",65,"6,615",0.425,0.1
7,Chiapas,7037,Huehuetán,"30,465",74.8,"22,782",3.1,0.38,30,"9,151",3.9,0.19,44.7,"13,631",2.5,0.19,22.8,"6,943",2.1,1,311,1.4,429,26.1,"7,947",37,"11,272",73,"22,243",33.2,"10,128",82.5,"25,125",24.6,"7,483",97.6,"29,725",55.9,"17,037",75.8,"23,093",41.6,"12,672",0.478,0.13
7,Chiapas,7038,Huixtán,"24,829",92.9,"23,065",3.5,0.55,60.5,"15,016",3.9,0.4,32.4,"8,050",2.8,0.15,6.9,"1,722",3.1,0,4,0.2,39,39.3,"9,749",15.1,"3,755",96.6,"23,995",58.7,"14,582",96.5,"23,959",44.6,"11,063",99.8,"24,787",81.6,"20,262",92.9,"23,069",71.6,"17,784",0.401,0.08
7,Chiapas,7039,Huitiupán,"26,566",92.8,"24,656",3.3,0.52,59.5,"15,807",3.8,0.38,33.3,"8,849",2.5,0.14,6.3,"1,685",2.8,0.2,56,0.6,169,44.4,"11,804",47.3,"12,565",93.4,"24,800",31,"8,238",79.8,"21,193",32.5,"8,639",99.2,"26,341",77.6,"20,612",93,"24,711",72.6,"19,294",0.444,0.08
7,Chiapas,7040,Huixtla,"44,810",65.7,"29,458",2.8,0.3,18,"8,053",4,0.12,47.8,"21,405",2.3,0.18,22.7,"10,178",2.1,4.4,"1,992",7.1,"3,182",24.8,"11,131",44.7,"20,008",71.1,"31,867",23.1,"10,342",43.2,"19,359",21.8,"9,773",88.5,"39,636",40,"17,932",70.2,"31,450",29.9,"13,400",0.448,0.12
7,Chiapas,7041,La Independencia,"55,029",92.3,"50,803",3.2,0.49,49.5,"27,222",3.7,0.31,42.9,"23,581",2.5,0.18,7,"3,869",2.8,0.4,220,0.2,137,47.5,"26,127",52.8,"29,033",89.5,"49,224",20.7,"11,384",76.4,"42,022",25.2,"13,852",99.4,"54,672",72.3,"39,790",92.7,"51,023",65.4,"35,975",0.371,0.11
